,Dates,Sentiment,Article
10,2023-07-26,0.9961,"2023-07-26U.S. stocks close little changed as Fed leaves door open|July 26 (Reuters) - U.S. stocks ended Wednesday little changed following a Federal Reserve rate hike that left the door open for future hikes, but the Dow (.DJI) scored a 13-day winning streak. The Fed lifted its benchmark overnight interest rate by a widely expected 25 basis points, marking the 11th hike in the U.S. central bank's past 12 policy meetings. Fed Chair Jerome Powell said in a press conference the central bank will make decisions meeting by meeting, closely watching economic data, but noted that a rate cut is very unlikely this year. Goldman Sachs said in a note to clients that the Fed's statement did not signal a slower pace of hikes in the future, but that the bank was expecting a hold in September. ""The message for the market was that it didn't move the needle. There's always a fear of a big surprise,"" said Angelo Kourfafas, investment strategist at Edward Jones. Powell's message was clearly that the Fed will wait and see economic data to make new decisions, said Brent Schutte, chief investment officer at Northwestern Mutual Wealth Management. ""I think the Fed won't stop until they see wage inflation down."" Following long-awaited earnings on Tuesday, big tech companies' shares had mixed reactions. Microsoft (MSFT.O) eased 3.72% after laying out an aggressive spending plan to meet demand for its new artificial intelligence (AI)-powered services. The Windows maker still surpassed estimates for quarterly revenue and profit. Alphabet (GOOGL.O) gained 5.78% after the Google parent's second-quarter profit exceeded Wall Street expectations on steady demand for its cloud services and a rebound in advertising. The NYSE FANG+ index (.NYFANG), which houses many megacap growth names, dropped 0.72%. The index has rallied roughly 75% so far this year on optimism over AI and hopes that the Fed is nearing the end of its rate hiking cycle. ""After extreme gains so far this year in big tech stocks, we have now moved to a phase where each company's stock price is very non-correlated to one another,"" said David Bahnsen, chief investment officer of the Bahnsen Group. [1/2]A trader works on the floor of the New York Stock Exchange (NYSE) in New York City, U.S., July 24, 2023.  REUTERS/Brendan McDermid/File Photo Meta Platforms (META.O) rose 1.39% after Alibaba's cloud unit said it would support the Facebook owner's open-source AI model, Llama. As of Wednesday, 77.6% of the 152 companies listed on the S&P 500 (.SPX) that have reported earnings have beaten analysts' expectations as compiled by Refinitiv. The Dow Jones Industrial Average (.DJI) rose 82.05 points, or 0.23%, to 35,520.12; the S&P 500 (.SPX) lost 0.71 points, or 0.02%, at 4,566.75; and the Nasdaq Composite (.IXIC) dropped 17.27 points, or 0.12%, to 14,127.28. Volume on U.S. exchanges was 9.92 billion shares, compared with the 10.32 billion average for the full session over the last 20 trading days. The Dow (.DJI) seesawed but ended higher, underpinned by a gain in Boeing (BA.N) after the planemaker posted a smaller-than-expected quarterly loss, along with a surge in cash flows. It marked its longest winning streak since 1987, with 13 straight days of gains. Snap (SNAP.N) sank 14.23% after the photo messaging app owner gave a weaker-than-expected third-quarter forecast as it struggles to compete with tech giants for advertising dollars. Union Pacific (UNP.N) gained 10.42% after the railroad operator appointed Jim Vena as chief executive to succeed Lance Fritz. Wells Fargo (WFC.N) climbed 2.11% after the bank's board authorized a new share buyback program of up to $30 billion. Advancing issues outnumbered decliners on the NYSE by a 1.75-to-1 ratio; on Nasdaq, a 1.64-to-1 ratio favored advancers. The S&P 500 posted 29 new 52-week highs and no new lows; the Nasdaq Composite recorded 72 new highs and 92 new lows. Our Standards: The Thomson Reuters Trust Principles. Thomson Reuters Bansari reports on the global financial markets and writes Reuters' daily flagship market reports on equities, bonds and currencies. An economist by training and winner of the Arthur MacEwan Award for Excellence in Political Economy, she has written for renowned global papers and magazines including The Diplomat, Boston Globe, Conversation, Huffington Post and more. |0.9961"
11,2023-07-26,0.9795,"2023-07-26Morning Bid: China realism returns, Powell has spoken|July 27 (Reuters) - A look at the day ahead in Asian markets from Jamie McGeever, financial markets columnist. A sense of cautious optimism could be the tone across Asia early on Thursday as China's markets cool down, investors welcome fairly balanced comments from Federal Reserve Chair Jerome Powell, and await the European Central Bank's rate decision. After a volatile start to markets this week, the concentration of major 'event risk' - the Fed and ECB meetings, the Bank of Japan's policy decision on Friday and potential details on China's stimulus measures - may be keeping investors from taking big bets. That said, some big earnings reports from some of the biggest U.S. tech firms continue to roll in, meaning there could be big price swings in individual stocks and sectors under the hood of the broader indices. This was in evidence on Wednesday on Wall Street. The Nasdaq fell only 0.1% and 'big tech' fell less than 1% but that masked huge moves in some shares which added or wiped out tens of billions of dollars of market cap. Microsoft fell 4%, Snap plunged 15%, while Alphabet surged 5.5%. Shares in Meta jumped 7% in after hours trade after the Facebook owner reported stronger-than-expected Q2 revenues and forecast strong Q3 revenues. Investors in Asia will also wake up to the 11th U.S. interest rate hike since the Fed began hiking rates last year - and the highest rates in 22 years - and a fairly balanced policy outlook for the coming months from Fed Chair Jerome Powell. He left the door open to further tightening but also said the Fed could stay on hold if the data warranted and stressed that decisions will be made on a meeting by meeting basis. His measured remarks helped ensure a fairly subdued day on Wall Street. The Dow Jones Industrials rose 0.24%, insignificant in itself but at the same time historic - it was the 13th consecutive daily rise, the index's longest winning streak since January 1987. Few would have imagined then that the market's biggest ever fall - the 22% crash on Black Monday - was only nine months away. Back in Asia, a sense of realism returned over the expected measures from Beijing to revitalize the economy. After outsized gains on Tuesday - a 14% surge in property stocks - major indices in China and Hong Kong closed in the red. The main event on Thursday's economic calendar is Chinese industrial profits for June, which could underline how weak the economy has been since Covid restrictions were lifted. Profits have been falling every month for a year, registering double-digit declines every month so far this year. They slumped 18.8% in May. Here are key developments that could provide more direction to markets on Thursday: - China industrial profits (June) - Australia import and export prices (Q2) - European Central Bank policy decision Our Standards: The Thomson Reuters Trust Principles. Thomson Reuters Jamie McGeever has been a financial journalist since 1998, reporting from Brazil, Spain, New York, London, and now back in the U.S. again. Focus on economics, central banks, policymakers, and global markets - especially FX and fixed income. Follow me on Twitter: @ReutersJamie|0.9795"
12,2023-07-26,-0.9612,"2023-07-26Apple, Meta, Google argue they're not 'bookies' in casino app appeal|(Reuters) - Apple, Meta and Google warned the 9th U.S. Circuit Court of Appeals this week that if online platforms can be held liable for processing users’ purchases of virtual chips sold by casino game apps, the entire internet economy could be at risk. The platforms are appealing a 2022 ruling from U.S. District Judge Edward Davila of San Jose, California, that Section 230 of the Communications Decency Act, which immunizes online publishers for hosting third-party content, does not shield the sites from claims that they essentially acted as “bookies” by facilitating (and collecting a commission on) purchases of virtual chips for use in online casino games. The trial judge said that those payment processing claims, asserted in more than a dozen statewide class actions on behalf of casino app users from states with stringent gambling laws, fall outside of Section 230’s immunity for online publishers because they involved allegedly unlawful acts by the platforms themselves. Davila did dismiss plaintiffs' claims that Apple (AAPL.O) , Alphabet's Google (GOOGL.O) and Meta (META.O) were liable for offering access to the casino apps and providing the app developers with data and other services to help them target big spenders and retain users. The judge, as I told you last year, acknowledged that “reasonable minds” might reach different conclusions about the scope of the platforms' immunity under Section 230 in the context of casino apps. The judge, of his own accord, certified his order for interlocutory appeal. Both sides took him up on that offer. Apple, Meta and Google appealed Davila’s decision that they can be liable for processing virtual chip payments. Plaintiffs' lawyers from law firm Edelson brought cross-appeals over their dismissed claims. The platforms’ newly filed briefs are the first salvos in an appellate briefing process that won’t wrap up until December. Apple, Meta and Google each filed its own brief, so the appeals are not identical. (Google, for instance, opted not to use the word ""bookie."") But all of the filings assert the same basic arguments: Davila wrongly interpreted 9th Circuit precedent from HomeAway.com Inc v. City of Santa Monica – and unless the 9th Circuit overturns his decision, the consequences could be dire. At worst, the platforms said, every website that offers in-app purchases – including sites like Spotify and Substack, which sell subscriptions – could be exposed to liability whenever a plaintiff claims an injury from an unlawful product. Apple’s lawyers at Weil, Gotshal & Manges said the theory proffered by the casino apps plaintiffs for circumventing Section 230 immunity is ""limitless."" Meta counsel from Gibson, Dunn & Crutcher and Orrick Herrington & Sutcliffe echoed that argument, warning the 9th Circuit that “clever lawyers” will find ways to use Davila’s reasoning to recast claims that would be precluded under Section 230. “Plaintiffs’ wordplay of isolating the transaction from the content itself would offer an easy end-run around this court’s existing decisions applying Section 230, none of which makes protection turn on whether the service received compensation in connection with the purchase of challenged third-party content,” Meta said. The platforms argued that because different countries, states and geographical regions have different laws, Davila’s reasoning would force them to engage in intensive monitoring of apps and individual users to avert claims that they facilitated illegal conduct by processing payments. Platforms would even need to check on users’ geographic location as they interacted with particular apps, Apple said. “That goes far beyond monitoring,” the Apple brief asserted. “That would be Orwellian.” It's also not what Congress intended when it passed Section 230 to protect online publishers, the platforms said. Davila’s mistake, they argued, was in failing to treat the platforms as publishers when they processed casino app users' payments for virtual casino chips. The platforms, explained Google's lawyers at Wilson Sonsini Goodrich & Rosati, did not create the chips sold by the allegedly illegal casino apps. Nor did they create the apps that encourage users to buy the virtual chips. Google merely offered the casino apps the same payment processing services its provides as a publisher, the brief said, so it’s impossible to divorce payment processing from the hosting activity Davila found to be immunized under Section 230. That distinguishes the online gambling case from the conduct at issue in the HomeAway case that Davila relied upon, according to the platforms. The 9th Circuit ruled in that case that Section 230 did not pre-empt a Santa Monica law barring websites from accepting booking fees for certain short-term housing rentals. The sites had argued that the city law would contravene Section 230 by requiring them to monitor online content to be sure they did not offer illegal rentals. The 9th Circuit rejected that contention, concluding that the prohibition addressed the booking, not the online listings. In the casino app cases, argued Apple, Meta and Google in their 9th Circuit briefs, the platforms have no independent duty, outside of their role as a publisher, to refuse to process in-app payments. Their purportedly illegal conduct, they said, is based entirely on the nature of the casino apps and the virtual chips they sell – a critical difference between HomeAway and the casino cases. “In HomeAway, the claims did not turn at all on the nature of the third-party content (the online rental listings); whereas here, the claims turn entirely on the nature of the casino-themed video games and virtual chips,” Meta asserted. “That distinction is dispositive under Section 230.” I reached out to plaintiffs' lawyers Rafey Balabanian and Jay Edelson of Edelson for comment on the platforms’ brief. They didn’t respond. Edelson has collected hundreds of millions of dollars in settlements with casino app developers, including a $415 million class settlement approved in June. Apple, Meta, Google and their lawyers also did not respond to queries. As I mentioned, there will be a lot more action to come in these appeals and counterappeals at the 9th Circuit. But this week’s initial foray proves, if you will excuse the pun, that the stakes in these casino app cases are sky-high. Read more: US court approves 'social casino' $415 million class settlement In casino app cases against Apple, Google and Meta, judge queries 9th Circ. on immunity issue Our Standards: The Thomson Reuters Trust Principles. Thomson Reuters Alison Frankel has covered high-stakes commercial litigation as a columnist for Reuters since 2011. A Dartmouth college graduate, she has worked as a journalist in New York covering the legal industry and the law for more than three decades. Before joining Reuters, she was a writer and editor at The American Lawyer. Frankel is the author of Double Eagle: The Epic Story of the World’s Most Valuable Coin. |-0.9612"
13,2023-07-26,0.3818,"2023-07-26Snap’s boss destroys $43 billion in a snap|NEW YORK, July 26 (Reuters Breakingviews) - Snap’s (SNAP.N) value is disappearing almost as quickly as its messages. The $16 billion social media company said on Tuesday that revenue declined in the second quarter, wiping almost a fifth off its market capitalization. Since its initial public offering in 2017, shares have declined 13% on average, annually. It might be time to rethink Snap’s future. Too bad for shareholders, boss Evan Spiegel has almost complete control. Snap is still struggling to pry money from advertisers, a worrisome trend for a relatively young company. Revenue for the second quarter fell 4% year-over-year to $1 billion and the outlook for third quarter is not much of an improvement. The top line is expected to be flat at best and decline 5% at worst, the company said. It wasn’t always this way – and it doesn’t have to continue. Snap had for a while managed to far outpace Meta Platforms’(META.O) revenue growth, having quadrupled its top line since the end of 2018 through 2022, while sales at Mark Zuckerberg’s $755 billion giant, which reports earnings Wednesday night, have about doubled. The problem is that Spiegel hasn’t yet figured out a viable business model, and that’s become a much bigger problem in a more competitive advertising market. For example, daily active users jumped 14% this quarter to 397 million, notching 18 consecutive quarters of growth. There’s no reason Spiegel can’t deliver. Spiegel might chalk the company’s valuation degradation up to a more measured stock market, and there’s something to that. When the then 26-year-old co-founder brought Snap public, the company, whose deal was 10 times oversubscribed, had promises of being the next Facebook. The same year companies like online food delivery startup Blue Apron (APRN.N) were getting a huge reception. That was bound to – and has – subsided. The trouble is that Snap failed to return even the bare minimum. Take its IPO price of $17 a share and assume that equity investors expect a return of around 15% a year, slightly higher than Meta’s 13% over the same period. Snap’s shares should be worth some $37, or $60 billion overall. The California-based company needs a new blueprint, and a sale might be in the cards. The trouble is Spiegel controls it through voting shares and has since it went public. Snap shareholders can’t wail if they are ghosted. (The author is a Reuters Breakingviews columnist. The opinions expressed are her own.) Follow @jennifersaba on Twitter CONTEXT NEWS Snap said on July 25 that second-quarter revenue fell 4% year-over-year to $1 billion. The social media company reported a net loss of $377 million compared to a net loss of $422 million in the same period last year. Snap’s shares fell 19% in morning trade on July 26. Our Standards: The Thomson Reuters Trust Principles.|0.3818"
14,2023-07-26,0.992,"2023-07-26Big Tech under pressure as Microsoft results put AI costs in spotlight|July 26 (Reuters) - A number of U.S. big tech companies fell on Wednesday as Microsoft's results signaled how the high-stakes battle for AI supremacy will cost the tech giants that have seen their shares rally in recent months on hype around the technology. Microsoft's (MSFT.O) shares fell 3.6% in early trading as the company laid out an aggressive AI-related spending plan, saying deeper investments in AI are required before gains trickle to the bottom line. Microsoft is set to shed about $100 billion from its market capitalization if the loses hold until close of trading. Its shares had gained 46.4% up to yesterday's close. ""AI will generate a lot of revenue and earnings for such firms, but a lot of investors have been buying the rumor and now that we have earnings, they are taking profits,"" Paul Nolte, senior wealth advisor and market strategist for Murphy & Sylvest said. ""There's still a lot of excitement around AI, but nobody quite understands what that means for the bottom line of many of these companies."" The NYSE FANG+ index (.NYFANG), which houses many megacap growth names, was down 0.2%. The index has risen about 76% so far this year, driven by the frenzy around AI. Google-parent Alphabet (GOOGL.O) was an outlier. Its shares rose 5.6% after the company beat expectations for second-quarter results. Alphabet looks set to add about $100 billion to its market capitalization. The recent rally has driven up Microsoft's valuation. The stock is trading at 31 times 12-month forward earnings, compared to a PE multiple of 20 for Alphabet. ""The tech earnings season has started on a mixed note,"" said Mark Haefele, global wealth management chief investment officer at UBS in a client note. ""The tone set by quarterly results over the next week will be crucial to the performance of tech stocks through the rest of the third quarter."" Apple Inc (AAPL.O), the world's most valuable publicly listed company, and Amazon.com Inc (AMZN.O) are set to report quarterly earnings next week. FED FEARS vs. AI BOOST Investors also remained cautious on Wednesday, with Wall Street's main indexes muted ahead of a likely Federal Reserve interest rate hike later in the day that could push borrowing costs to their highest since the global financial crisis. Large tech companies, which rely heavily on borrowed money, have been pressured since the Fed started its tightening cycle to tame inflation. However, optimism over AI and hopes that the Fed is nearing the end of its rate hiking cycle have supported tech stocks in recent months. Stuart Cole, chief macro economist at Equiti Capital, said tech stocks tend to be fairly exposed to such sentiment around central bank policy as many of them are reliant on robust economic growth to deliver the returns they promise. ""There are valid concerns that the U.S. economy is weakening, but until the Fed sees sustained evidence of softening inflationary pressures, the hawkish stance will be maintained, even at the risk of tipping the economy into negative growth."" Meta Platforms Inc's (META.O) shares rose 1.0% after Alibaba's (9988.HK) cloud computing division said it has become the first Chinese enterprise to support the company's open-source artificial intelligence (AI) model Llama. Amazon shares dropped 1.3% after a media report said the Federal Trade Commission is finalizing an antitrust lawsuit against Amazon. Snap Inc (SNAP.N) shares tumbled 18.3% after the photo messaging app-owner reported a weaker third-quarter forecast than analysts had expected on Tuesday. ""Band-Aids not fixing bullet holes yet,"" wrote Bernstein stock analyst, Mark Shmulik. The company's Snapchat app has added a new AI-powered chatbot that can answer questions to attract more users, but Shmulik notes the company has struggled to consistently grow revenue and catch up to rivals like Facebook-owner Meta. ""Snapchat is running to stay in the same place while peers enviously get back on the ad growth track,"" Shmulik said. Our Standards: The Thomson Reuters Trust Principles. Thomson Reuters Reports on highly consequential global financial markets, covering a range of asset classes. Have been in the game for over 5 years. Reach her at - +917483273460 |0.992"
15,2023-07-26,0.9783,"2023-07-26Alibaba's cloud unit brings Meta's AI model Llama to its clients|HONG KONG, July 26 (Reuters) - Alibaba's (9988.HK) cloud computing division said it has become the first Chinese enterprise to support Meta's (META.O) open-source artificial intelligence (AI) model Llama, allowing its Chinese business users to develop programs off the model. Meta released Llama2, a commercial version of Llama, this month to provide businesses a powerful free-of-charge alternative to pricey proprietary models sold by OpenAI and Google. At the time, Meta said its preferred partner for Llama2 was Microsoft (MSFT.O) but it would also be available through other partners. “Today, Alibaba Cloud has launched the first training and deployment solution for the entire Llama2 series in China, welcoming all developers to create customised large models on Alibaba Cloud,” Alibaba Cloud said in a statement on Tuesday published on its WeChat account. The relationship with Meta could provide sticky customers for Alibaba's cloud business at a time it is facing intensified competition at home and is planning a stock market listing. The U.S. has been actively looking to restrict Chinese companies' access to many U.S.-developed technologies related to AI, particularly in the area of AI semiconductors. The Llama2 move would allow Alibaba to further its own AI ambitions by keeping abreast of the latest developments in the technology. For Meta, whose Facebook social media platform has for years been banned in China along with other Western platforms, it could bring closer ties with the world's second-biggest economy. A Meta spokesperson declined to comment. Alibaba Cloud did not respond to a request for comment. China has been trying to catch up to the U.S. in the field of AI as Beijing encourages Chinese companies to quickly develop homegrown and ""controllable"" AI models that can rival those developed by U.S. companies. Alibaba and its peers such as Tencent Holdings (0700.HK) have been aggressively developing their own AI models in recent months. Similar to models that power popular chatbots like OpenAI's ChatGPT and Google's Bard, Llama2 is a large machine learning model that has been trained on a vast amount of data to generate coherent and natural-sounding outputs. According to Meta, Llama2 will be free to use for companies with fewer than 700 million monthly active users. Programs with more users will need to seek a license from Meta. Alibaba also added that if a client wants to use Llama2 to provide services to the Chinese public, it will need to comply with Chinese laws and steer clear of practice and content that may harm the country. Our Standards: The Thomson Reuters Trust Principles.|0.9783"
16,2023-07-26,0.9814,"2023-07-26Morning Bid: Markets brace for Fed decision, earnings flood|A look at the day ahead in European and global markets from Brigid Riley All eyes are on the Federal Reserve today as the first in a string of central banks to announce interest rate decisions this week. With most market participants expecting a 25 basis-point hike from the Federal Open Market Committee (FOMC) later on Wednesday, the focus will be on the subsequent news conference. Investors will be listening carefully to Chair Jerome Powell for indications of whether or not another interest rate hike is in the pipeline. The Fed's communication could set the tone for markets ahead of policy decisions from the European Central Bank (ECB) on Thursday and the Bank of Japan (BOJ) on Friday. The ECB appears poised to make another small hike while the BOJ is widely expected to leave its ultra-easy policy settings on hold. Euro zone June M3 annual growth and lending data on Wednesday are unlikely to affect markets ahead of the ECB's decision. Meta Platforms (META.O) stands out among company earnings reports due on Wednesday in the United States, which also include AT&T (T.N), Thermo Fisher Scientific (TMO.N), U.S. railroad operator Union Pacific Corp (UNP.N), eBay (EBAY.O), Boeing (BA.N) and Coca-Cola (KO.N). Both Microsoft and Alphabet announced strong earnings results after the U.S. close on Tuesday. In Europe, France-based retail distributor Carrefour and global foods and beverage company Danone (DANO.PA) report, as do GSK (GSK.L) and Stellantis (STLAM.MI). In Asia, markets are awaiting details on fresh economic stimulus measures from China following the Politburo's pledge on Monday to step up policy support for the faltering economy. Chinese stock markets were mostly lower on Wednesday following a steep rally the day before. Hong Kong's Hang Seng Index (.HSI) fell 0.8%, trailed by its property and tech subindexes. China's blue-chip CSI300 (.CSI300) index was down 0.3% while the CSI 300 Real Estate index gained 0.2%. Australian CPI data released on Wednesday showed inflation slowed more than expected in the June quarter, giving the Aussie a knock but allowing the Reserve Bank of Australia some breathing room before its next policy meeting on Aug. 1. Key developments that could influence markets on Wednesday: - France June unemployment - Euro Zone June M3 annual growth - U.S. June new home sales - U.S. Fed announces interest rate decision Our Standards: The Thomson Reuters Trust Principles.|0.9814"
17,2023-07-26,0.9879,"2023-07-26Morning Bid: Tech splits, banks merge and Fed decides|A look at the day ahead in U.S. and global markets from Mike Dolan Alphabet outshone Microsoft as the latest two of the tech giants reported earnings overnight, with another regional bank merger exciting financial stocks as the Fed decides on interest rates. The blizzard of market-moving news has done little to rein in the relentless climb of Wall St stocks so far this week, with the S&P500 (.SPX) hitting new highs for the year and the Dow Jones bluechips index (.DJI) clocking a 12th straight daily gain on Tuesday for the first time in six years. Unlucky for some perhaps, but a 13th today would make it the longest winning streak for the Dow since 1987. But this year's supercharged tech sector (.NDX), (.NYFANG) has been more hesitant in returning to the year's highs as its leading lights dish out earnings updates, with a high bar to impress given the scale of AI-infused share price already in 2023. Tesla and Netflix stumbled last week despite headline profit beats and Microsoft's (MSFT.O) ostensible forecast-beating earnings were the latest to underwhelm overnight, as disappointing projections for its cloud business sent its stock down 4% out of hours. Snap plunged 20% before the bell as its guidance fell short too. It not impossible to wow the gallery though. Google-parent Alphabet (GOOGL.O) climbed 7% after hours as its results beat was accompanied by a surprising rebound in advertising and warmer words on its cloud operations. Meta Platforms (META.O) is up next after Wednesday's closing bell and its share rose 2%. Amazon (AMZN.O) lost 2% on reports the Federal Trade Commission is finalizing an antitrust lawsuit against the firm. The net impact on overall index futures has been marginal so far on Wednesday - a tick down in Nasdaq and Dow futures and a modest nudge up in S&P500. The wider market is held in check awaiting the Federal Reserve's latest quarter-point interest rate rise to 22-year highs of 5.25-5.50%, possibly its last in the cycle if futures are correct. U.S. two-year Treasury yields retreated into the decision and the dollar (.DXY) dialed back too. In the background, the regional bank sector was enlivened by more merger activity. Shares in PacWest (PACW.O) rose nearly 38% in premarket trading after news that smaller rival Banc of California (BANC.N), which rose 14%, had agreed to buy the lender for $1.1 billion. Wells Fargo (WFC.N), meantime, climbed 2.8% after the bank's board authorized a new $30 billion share buyback program. The Fed decision comes in the wake of another set of forecast-beating U.S. consumer confidence readings for July. Economists assume the central bank will retain a hawkish tone but keep its options on another hike open as it will have almost two months of data to assess before meeting again on September 20. Elsewhere, the European earnings season was in full swing too, with banks dominating the diary and the European Central Bank meeting tomorrow. Deutsche Bank < DBKGn.DE> stock fell 1% after the lender reported a 27% fall in quarterly profit as an investment banking slump offset higher interest income. With the Bank of Japan also meeting this week, the yen fell back after a top government official quoted BOJ Governor Kazuo Ueda as saying he will maintain accommodative monetary conditions. This week's China's stock rebound (.CSI300) also cooled amid a lack of detail around the Politburo's economic stimulus plans and as property worries continued to rankle. Trading of Chinese property developer Country Garden's (2007.HK) bonds was halted after a more than 20% drop in price on Wednesday. Events to watch for on Wednesday: * U.S. Federal Reserve policy decision, followed by press conference from Chair Jerome Powell * U.S. corporate earnings: Meta Platforms, eBay, Boeing, General Dynamics, AT&T, Seagate, Union Pacific, CME, Hilton Worldwide, Coca-Cola, Molina, Ameriprise, Lam Research, ADP, Allegion, Fiserv, American Water Works, United Rentals, Otis, Everest, Align, Globe Life, Rollins, Edwards Lifesciences etc * U.S. June new home sales * U.S. Treasury auctions 2-year floating rate notes Our Standards: The Thomson Reuters Trust Principles.|0.9879"
18,2023-07-26,0.9274,"2023-07-26Australia fines Facebook owner Meta $14 million for undisclosed data collection|SYDNEY, July 26 (Reuters) - An Australian court ordered Facebook owner Meta Platforms (META.O) to pay fines totalling A$20 million ($14 million) for collecting user data through a smartphone application advertised as a way to protect privacy without disclosing its actions. Australia's Federal Court also ordered Meta, through its subsidiaries Facebook Israel and the now-discontinued app, Onavo, to pay A$400,000 in legal costs to the Australian Competition and Consumer Commission (ACCC), which brought the civil lawsuit. The fine wraps up one strand of Meta's legal issues in Australia related to its handling of user information since a global scandal erupted over its use of data analytics firm Cambridge Analytica in the 2016 U.S. election. Meta still faces a civil court action by Australia's Office of the Information Commissioner over its dealings with Cambridge Analytica in Australia. Wednesday's judgment was in relation to a virtual private network (VPN) service the company then called Facebook offered from early 2016 to late 2017, Onavo, which it advertised as a way to keep personal information safe. VPNs obscure an internet user's identity by giving their computer a different online address. However, Facebook used Onavo to collect users' location, time and frequency using other smartphone apps, and websites they visited for its own advertising purposes, the judge Wendy Abraham said in a written judgment. ""The failure to make sufficient disclosures ... may have deprived tens of thousands of Australian consumers of the opportunity to make an informed choice about the collection and use of their data before downloading and/or using Onavo Protect,"" Abraham wrote. She added that the court could have fined Meta hundreds of billions of dollars since Australians downloaded the app 271,220 times and each breach of consumer law carried a A$1.1 million fine, but ""the contraventions can be characterised as a single course of conduct"". The fine was agreed by both sides but ""carries with it a sufficient sting to ensure that the penalty amount is not such as to be regarded ... as simply an acceptable cost of doing business"", she wrote. Meta, which made global revenues of $116 billion last year, said in a statement the ACCC had acknowledged it never sought to mislead customers, and ""over the last several years we have built tools to give people more transparency and control over how their data is used"". In a statement, ACCC Chair Gina Cass-Gottlieb said Australian consumers should be able to make an informed choice about what happens to their data based on clear information. ($1 = 1.4736 Australian dollars) Our Standards: The Thomson Reuters Trust Principles.|0.9274"
19,2023-07-26,0.8555,"2023-07-26US senators express bipartisan alarm about AI, focusing on biological attack|WASHINGTON, July 25 (Reuters) - Both Democratic and Republican senators expressed alarm on Tuesday about the potential for a malevolent use of artificial intelligence, focusing on the possibility of AI being used to create a biological attack. In a hearing before a subcommittee of the Senate Judiciary Committee, Dario Amodei, chief executive of the AI company Anthropic, said that AI could help otherwise unskilled malevolent actors develop biological weapons. ""Certain steps in bioweapons production involve knowledge that can't be found on Google or in textbooks and requires a high level of expertise,"" said Amodei, whose company worked with biosecurity experts on a study of biological risks arising from AI. ""We found that today's AI tools can fill in some of these steps."" Amodei said that AI was not yet capable of helping to build a biological weapon, calling it a ""medium-term"" risk. ""By enabling many more actors to carry out large-scale biological attacks, we believe this represents a grave threat to U.S. national security,"" he said. [1/2]ChatGPT logo and AI Artificial Intelligence words are seen in this illustration taken, May 4, 2023. REUTERS/Dado Ruvic/Illustration/File Photo Subcommittee chair Richard Blumenthal, a Democrat, expressed alarm. ""The experts building these systems are warning of human extinction,"" he said in opening remarks. ""The goal for this hearing is to lay the ground for legislation. To go from general principles, to specific recommendations. To use this hearing to write laws."" Senator Josh Hawley, a Republican, called for safeguards ""that will ensure this new technology is actually good for the American people."" The hearing takes place days after AI companies including OpenAI, Alphabet (GOOGL.O) and Meta Platforms (META.O) made voluntary commitments to the White House last week to implement measures such as watermarking AI-generated content to help make the technology safer. Since generative AI, which uses data to create new content like ChatGPT's human-sounding prose, made headlines early this year, lawmakers around the world began considering how to mitigate the dangers of the emerging technology to national security and the economy. Our Standards: The Thomson Reuters Trust Principles.|0.8555"
