,Dates,Sentiment,Signal
125,2022-10-31,0.35,0.0
126,2022-11-01,0.44,0.0
127,2022-11-02,0.06,0.0
128,2022-11-03,0.75,0.0
129,2022-11-04,0.44,0.0
130,2022-11-05,0.84,0.0
131,2022-11-06,0.94,0.0
132,2022-11-07,0.31,0.0
133,2022-11-08,0.63,0.0
134,2022-11-09,0.37,0.0
135,2022-11-10,0.46,0.0
136,2022-11-11,0.82,0.9
137,2022-11-12,0.47,0.0
138,2022-11-13,0.78,0.0
139,2022-11-14,0.99,0.0
140,2022-11-15,0.05,0.0
141,2022-11-16,0.6,0.0
142,2022-11-17,0.71,0.0
143,2022-11-18,0.73,0.0
144,2022-11-19,0.18,0.0
145,2022-11-21,0.2,0.0
146,2022-11-22,0.49,0.0
147,2022-11-23,-0.13,0.0
148,2022-11-24,-0.45,0.0
149,2022-11-25,0.54,0.0
150,2022-11-26,0.83,0.0
151,2022-11-28,0.02,0.0
152,2022-11-29,0.07,-0.9
153,2022-11-30,-0.09,0.0
154,2022-12-01,0.32,0.0
155,2022-12-02,0.07,0.0
156,2022-12-03,0.91,0.0
157,2022-12-05,-0.27,0.0
158,2022-12-06,0.62,0.0
159,2022-12-07,-0.34,0.0
160,2022-12-08,0.35,0.0
161,2022-12-09,0.35,0.0
162,2022-12-10,-0.98,0.0
163,2022-12-11,-0.93,0.0
164,2022-12-12,0.51,0.0
165,2022-12-13,0.51,0.0
166,2022-12-14,0.83,0.0
167,2022-12-15,0.17,0.0
168,2022-12-16,0.47,0.0
169,2022-12-17,0.89,0.0
170,2022-12-19,0.3,0.0
171,2022-12-20,-0.0,0.0
172,2022-12-21,0.08,0.0
173,2022-12-22,0.94,0.0
174,2022-12-23,0.13,0.0
175,2022-12-27,0.36,0.0
176,2022-12-28,-0.03,0.0
177,2022-12-29,0.98,0.0
178,2022-12-30,0.34,0.0
179,2022-12-31,0.97,0.0
180,2023-01-03,0.64,0.0
181,2023-01-04,0.34,0.0
182,2023-01-05,0.23,0.0
183,2023-01-06,0.79,0.0
184,2023-01-07,-0.73,0.0
185,2023-01-08,-0.88,0.0
186,2023-01-09,0.16,0.9
187,2023-01-10,0.76,0.0
188,2023-01-11,0.37,0.0
189,2023-01-12,0.74,0.0
190,2023-01-13,0.96,0.0
191,2023-01-16,0.83,0.0
192,2023-01-17,0.53,0.0
193,2023-01-18,0.07,0.0
194,2023-01-19,0.94,0.0
195,2023-01-20,0.37,0.0
196,2023-01-22,0.96,0.0
197,2023-01-23,0.76,0.0
198,2023-01-24,0.26,0.0
199,2023-01-25,0.46,0.0
200,2023-01-26,0.5,0.0
201,2023-01-27,0.47,0.0
202,2023-01-30,0.67,0.0
203,2023-01-31,0.57,0.0
204,2023-02-01,0.72,0.0
205,2023-02-02,0.78,0.0
206,2023-02-03,0.81,0.0
207,2023-02-05,0.9,0.0
208,2023-02-06,0.17,0.0
209,2023-02-07,0.37,0.0
210,2023-02-08,0.65,0.0
211,2023-02-09,0.92,0.0
212,2023-02-10,-0.2,0.0
213,2023-02-13,0.63,0.0
214,2023-02-14,0.81,0.0
215,2023-02-15,0.69,0.0
216,2023-02-16,0.9,0.0
217,2023-02-17,0.27,0.0
218,2023-02-18,0.96,0.0
219,2023-02-20,-0.83,0.0
220,2023-02-21,0.16,-0.9
221,2023-02-22,0.04,0.0
222,2023-02-23,0.46,0.0
223,2023-02-24,0.3,0.0
224,2023-02-25,0.93,0.0
225,2023-02-26,0.99,0.0
226,2023-02-27,0.24,0.0
227,2023-02-28,0.05,0.0
228,2023-03-01,-0.31,0.0
229,2023-03-02,0.34,0.0
230,2023-03-03,0.54,0.0
231,2023-03-04,0.67,0.0
232,2023-03-05,0.93,0.0
233,2023-03-06,0.76,0.0
234,2023-03-07,0.98,0.0
235,2023-03-08,0.84,0.0
236,2023-03-09,0.02,0.0
237,2023-03-10,0.47,0.0
238,2023-03-13,0.96,0.0
239,2023-03-14,0.66,0.0
240,2023-03-15,0.9,0.0
241,2023-03-16,0.76,0.0
242,2023-03-17,0.52,0.0
243,2023-03-19,0.89,0.0
244,2023-03-20,0.7,0.0
245,2023-03-21,0.47,0.0
246,2023-03-22,0.41,0.0
247,2023-03-23,0.65,0.0
248,2023-03-24,0.94,0.0
249,2023-03-25,1.0,0.0
250,2023-03-26,0.97,0.0
251,2023-03-27,0.62,0.0
252,2023-03-28,0.37,0.0
253,2023-03-29,0.04,0.0
254,2023-03-30,0.71,0.0
255,2023-03-31,0.82,0.0
256,2023-04-02,0.88,0.0
257,2023-04-03,0.23,0.0
258,2023-04-04,0.9,0.0
259,2023-04-05,0.5,0.0
260,2023-04-06,0.94,0.0
261,2023-04-07,0.95,0.0
262,2023-04-09,0.85,0.0
263,2023-04-10,0.26,0.0
264,2023-04-11,0.49,-0.5
265,2023-04-12,0.58,0.0
266,2023-04-13,0.57,0.0
267,2023-04-14,0.64,0.0
268,2023-04-16,0.88,0.0
269,2023-04-17,0.26,0.0
270,2023-04-18,0.6,0.0
271,2023-04-19,0.58,-0.1
272,2023-04-20,0.4,-0.5
273,2023-04-21,0.85,0.0
274,2023-04-22,0.68,0.0
275,2023-04-23,0.94,0.0
276,2023-04-24,0.64,0.0
277,2023-04-25,0.44,0.0
278,2023-04-26,0.39,0.0
279,2023-04-27,0.65,0.0
280,2023-04-28,0.97,0.0
281,2023-05-01,0.96,-0.1
282,2023-05-02,-0.07,0.0
283,2023-05-03,0.56,0.0
284,2023-05-04,-0.08,0.0
285,2023-05-05,0.77,0.0
286,2023-05-06,0.97,0.0
287,2023-05-07,0.12,0.0
288,2023-05-08,0.56,0.0
289,2023-05-09,0.14,0.0
290,2023-05-10,0.49,0.0
291,2023-05-11,0.26,0.0
292,2023-05-12,0.55,0.0
293,2023-05-13,0.79,0.0
294,2023-05-15,0.68,0.0
295,2023-05-16,0.19,0.0
296,2023-05-17,0.87,0.0
297,2023-05-18,0.63,0.0
298,2023-05-19,0.3,0.0
299,2023-05-20,0.86,0.0
300,2023-05-21,1.0,0.0
301,2023-05-23,0.9,0.0
302,2023-05-24,0.52,0.0
303,2023-05-25,0.46,0.0
304,2023-05-26,0.9,0.0
305,2023-05-29,-0.99,0.0
306,2023-05-30,0.94,0.0
307,2023-05-31,0.98,0.0
308,2023-06-01,0.76,0.0
309,2023-06-02,0.97,0.0
310,2023-06-03,-0.8,0.0
311,2023-06-04,1.0,0.0
312,2023-06-05,0.4,0.0
313,2023-06-06,0.81,0.0
314,2023-06-07,0.38,0.0
315,2023-06-08,0.07,0.0
316,2023-06-09,0.76,0.0
317,2023-06-10,0.59,0.0
318,2023-06-11,0.99,0.0
319,2023-06-12,0.32,0.0
320,2023-06-13,0.9,0.0
321,2023-06-14,0.9,0.0
322,2023-06-15,0.95,0.0
323,2023-06-16,0.31,0.0
324,2023-06-17,0.69,0.0
325,2023-06-19,0.02,0.0
326,2023-06-20,0.53,0.0
327,2023-06-21,0.97,0.0
328,2023-06-22,0.94,0.0
329,2023-06-23,0.95,0.0
330,2023-06-24,0.98,0.0
331,2023-06-26,-0.35,0.0
332,2023-06-27,0.02,0.0
333,2023-06-28,0.74,0.0
334,2023-06-29,0.72,0.0
335,2023-06-30,0.76,0.0
336,2023-07-01,-0.0,0.0
337,2023-07-03,0.49,0.0
338,2023-07-04,0.37,0.0
339,2023-07-05,0.5,0.0
340,2023-07-06,0.62,0.0
341,2023-07-07,0.5,0.0
342,2023-07-13,0.0,0.0
343,2023-07-14,0.32,0.0
344,2023-07-15,0.99,0.0
345,2023-07-16,1.0,0.0
346,2023-07-17,0.95,0.0
347,2023-07-18,0.91,0.0
348,2023-07-19,0.97,0.0
349,2023-07-20,0.98,0.0
350,2023-07-21,0.96,0.0
351,2023-07-24,-0.25,0.0
352,2023-07-25,0.55,0.0
353,2023-07-26,0.31,0.0
354,2023-07-27,0.36,0.0
355,2023-07-28,0.72,0.0
